date,Close,EPS Estimate,Reported EPS,Surprise(%),Post Open,Open Diff(%),Symbol
2023-10-24,71.34660339355469,2.34,2.68,14.4,70.77659458848797,-0.7989291402177865,MMM
2024-01-23,77.27812957763672,2.31,2.42,4.76,77.71236738979096,0.5619155309886014,MMM
2024-04-30,94.36066436767578,2.1,2.39,13.87,95.91524880245974,1.6474920404614075,MMM
2024-10-22,130.38992309570312,1.9,1.98,3.96,129.8851284630751,-0.3871423654859636,MMM
2025-01-21,146.16897583007812,1.66,1.68,1.08,147.15412733518932,0.673981260056465,MMM
2000-10-19,1.4877482652664185,0.07,0.05,-23.45,1.487748459121601,1.3030106443335271e-05,AOS
2001-01-22,1.7684365510940552,0.02,0.02,15.79,1.7752636773775794,0.3860543528859191,AOS
2001-07-17,1.9237918853759768,0.08,0.08,-3.23,1.9293359805457144,0.2881858069930652,AOS
2002-10-14,3.1590192317962646,0.05,0.06,11.49,3.187583474348804,0.9042123664532788,AOS
2003-01-21,2.802112102508545,0.06,0.06,13.43,2.7917721666000164,-0.3690050765375123,AOS
2003-04-15,3.383982419967652,0.07,0.08,6.98,3.383982539518213,3.532836363007844e-06,AOS
2003-07-15,3.669155597686768,0.11,0.11,2.55,3.692370115641241,0.6326937448253384,AOS
2003-10-14,3.584918737411499,0.03,0.03,8.11,3.580257048474993,-0.1300361117773084,AOS
2004-01-21,3.6889727115631104,0.08,0.07,-7.69,3.690143540757546,0.0317386244350759,AOS
2004-04-15,3.451089143753052,0.06,0.06,-0.55,3.4510897838988472,1.8549094758729893e-05,AOS
2004-07-15,3.4227817058563232,0.09,0.09,1.39,3.4239642608600223,0.0345495303330528,AOS
2006-04-18,6.575865268707275,0.09,0.1,11.99,6.3891048127342405,-2.840089453501675,AOS
2006-07-19,5.5019073486328125,0.1,0.12,14.75,5.532728695020452,0.5601938461449881,AOS
2006-10-17,4.816007137298584,0.09,0.09,4.52,4.827145841830742,0.2312850503457889,AOS
2007-01-22,4.757008075714111,0.08,0.1,24.4,4.757007398129698,-1.4243919763891305e-05,AOS
2007-04-18,4.86555814743042,0.1,0.11,3.0,4.813093825625208,-1.0782796179903753,AOS
2007-07-18,6.149365425109863,0.12,0.14,19.45,6.148112535477352,-0.0203742914251888,AOS
2007-10-16,5.144691467285156,0.12,0.13,11.53,5.137136726526889,-0.1468453610154708,AOS
2008-01-23,4.364691734313965,0.11,0.09,-14.06,4.387471321290226,0.5219059755623662,AOS
2008-04-17,4.136023044586182,0.11,0.14,23.36,4.185638754359768,1.199599451906585,AOS
2008-07-17,4.7015700340271,0.13,0.18,35.2,4.702851937021848,0.0272654237939734,AOS
2008-10-16,4.148191452026367,0.09,0.13,34.41,4.002843059145504,-3.503897892896466,AOS
2009-01-22,4.05643892288208,0.05,0.05,5.45,4.018892948008974,-0.9255895524843788,AOS
2010-01-26,5.613303661346436,0.1,0.12,29.44,5.745669776048758,2.358078641171757,AOS
2010-04-20,6.912367343902588,0.16,0.17,3.41,6.912364915253934,-3.513483200343672e-05,AOS
2010-07-20,6.8740234375,0.14,0.2,45.67,6.992863456692314,1.728827669454888,AOS
2010-10-19,7.586755275726318,0.15,0.17,12.52,7.656458410934019,0.9187476421008932,AOS
2011-01-25,8.484090805053711,0.14,0.17,27.51,8.500237140544996,0.1903130914354139,AOS
2011-04-19,8.404359817504883,0.12,0.13,10.35,8.552158371998438,1.7585938453719598,AOS
2011-07-19,8.764846801757812,0.13,0.13,1.24,9.010625734333638,2.8041440784399603,AOS
2012-07-18,10.74339199066162,0.17,0.19,12.36,10.543331103686931,-1.862176183728427,AOS
2012-10-17,11.958864212036133,0.17,0.18,4.65,11.98577965415207,0.2250668762410404,AOS
2013-01-24,14.392463684082031,0.2,0.23,12.25,14.444410882585649,0.3609333304142399,AOS
2013-04-23,15.285795211791992,0.19,0.24,24.38,15.544171861112837,1.690305579401742,AOS
2013-07-24,17.228986740112305,0.21,0.26,21.14,17.258246427279154,0.1698282528636888,AOS
2013-10-21,21.112098693847656,0.22,0.27,24.01,21.30079039655064,0.893760991928165,AOS
2014-01-28,20.182950973510746,0.26,0.26,1.56,20.061062196824235,-0.6039195004064625,AOS
2014-04-22,19.705162048339844,0.26,0.27,2.41,20.506369337598205,4.065976657755335,AOS
2014-07-22,21.36285781860352,0.3,0.33,9.5,21.35016061059093,-0.059435905628377,AOS
2014-10-21,21.19141960144043,0.28,0.3,4.34,21.212630400808692,0.1000914510079542,AOS
2015-01-27,25.41813850402832,0.3,0.32,5.11,25.32026370572644,-0.385058875520602,AOS
2015-07-23,30.96975898742676,0.33,0.4,20.03,31.29084514730819,1.0367731954639616,AOS
2015-10-21,29.47805595397949,0.39,0.41,3.91,29.89015502589921,1.397985920655973,AOS
2016-04-27,34.28767776489258,0.38,0.42,8.67,34.18371865586179,-0.3031967044943299,AOS
2016-07-26,40.59937286376953,0.45,0.49,8.63,40.97722953857211,0.9306958412152594,AOS
2016-10-26,39.426734924316406,0.45,0.47,4.44,39.50512802486542,0.1988323423166997,AOS
2017-02-02,41.21713638305664,0.46,0.47,2.17,41.54903690031753,0.8052488512941121,AOS
2017-04-27,47.658485412597656,0.47,0.5,6.57,47.08050364752719,-1.2127573087282577,AOS
2017-07-26,47.457069396972656,0.53,0.53,0.44,47.659015489190345,0.4255342666198671,AOS
2017-10-25,51.89986801147461,0.53,0.54,1.57,52.259862144558525,0.6936320782247929,AOS
2018-01-30,58.613399505615234,0.56,0.6,6.55,59.26643277094906,1.114136478760737,AOS
2018-04-25,54.27168273925781,0.58,0.6,4.05,54.30697616406495,0.0650310125387113,AOS
2018-07-25,51.70222091674805,0.62,0.66,6.45,51.73762626188191,0.0684793506083045,AOS
2018-10-30,40.79844665527344,0.63,0.61,-3.03,41.18216085233723,0.940511780524366,AOS
2019-01-29,42.70809173583984,0.71,0.74,4.9,42.62741688246916,-0.1888982862303352,AOS
2019-04-30,47.31389236450195,0.57,0.53,-7.02,47.187876485193904,-0.26634012339808,AOS
2019-10-29,44.53141403198242,0.53,0.53,-0.21,44.25871902452112,-0.6123654803897585,AOS
2020-01-28,41.349945068359375,0.59,0.56,-5.81,41.45902992745489,0.263808957702796,AOS
2020-05-05,38.74617767333984,0.34,0.32,-5.84,39.527340391339074,2.016102658138395,AOS
2020-07-30,44.73748397827149,0.42,0.45,7.27,45.1067635067331,0.8254365145813146,AOS
2020-10-29,49.52980041503906,0.52,0.66,27.74,49.46483982929334,-0.1311545477699901,AOS
2021-01-28,53.064571380615234,0.59,0.74,26.5,52.514436313103175,-1.036727619198346,AOS
2021-04-29,64.03773498535156,0.57,0.6,5.31,63.98158058825437,-0.0876895429078393,AOS
2021-07-29,66.17655181884766,0.65,0.73,12.24,66.28931827115098,0.1704024298697323,AOS
2021-10-28,66.71157836914062,0.68,0.79,16.22,66.7870746558906,0.1131681914827911,AOS
2022-01-27,71.5811767578125,0.77,0.87,13.21,71.42015707286056,-0.2249469654525682,AOS
2022-04-28,56.963497161865234,0.75,0.77,3.11,56.83979988352174,-0.217151833202935,AOS
2022-07-28,58.29875183105469,0.81,0.82,1.65,58.49948311338552,0.3443148884431338,AOS
2022-10-27,49.60985565185547,0.69,0.69,-0.31,49.95597274407744,0.697678087698732,AOS
2023-01-31,65.41401672363281,0.79,0.86,9.04,66.16768042116841,1.1521440438671553,AOS
2023-04-27,66.54071807861328,0.78,0.94,21.02,67.41420974729817,1.3127175268125626,AOS
2023-07-27,71.50991821289062,0.91,1.01,11.37,72.6695778358847,1.621676617698922,AOS
2023-10-26,67.35848999023438,0.8,0.9,13.05,67.88471436284942,0.7812294674232443,AOS
2024-01-30,78.36382293701172,0.96,0.97,1.43,78.5014343382694,0.1756057784065708,AOS
2024-04-25,81.41108703613281,0.98,1.0,1.97,80.92942191915333,-0.5916456032158213,AOS
2024-07-23,79.40644073486328,1.06,1.06,-0.03,79.81101321688297,0.5094958019470343,AOS
2024-10-22,77.4664077758789,0.83,0.82,-1.27,77.24849807545641,-0.2812957340850743,AOS
2025-01-30,66.97000122070312,0.89,0.85,-4.94,67.75,1.1646987682236236,AOS
2001-07-12,11.909753799438477,0.45,0.45,0.62,11.96565859556244,0.469403457581136,ABT
2001-10-10,12.796910285949709,0.44,0.44,-0.11,12.84815808500398,0.4004700971494572,ABT
2002-01-16,13.840286254882812,0.52,0.52,0.97,13.840289052020022,2.0210110964045964e-05,ABT
2002-04-09,12.899636268615724,0.54,0.54,-0.1,12.838391939708863,-0.4747756264714554,ABT
2002-07-11,7.840891361236572,0.49,0.49,-0.95,7.915209987756911,0.9478339017391764,ABT
2002-10-09,9.983819961547852,0.48,0.48,-0.12,9.992539628490004,0.0873379826132246,ABT
2003-01-16,9.826318740844728,0.56,0.55,-1.39,9.86391905476996,0.3826490358891139,ABT
2003-04-09,10.079495429992676,0.51,0.51,0.37,10.08199826721386,0.024830977290164,ABT
2003-07-10,10.98383331298828,0.52,0.52,0.11,11.012996927076925,0.265513990039853,ABT
2003-10-09,10.703558921813965,0.53,0.53,-0.33,10.766061143406567,0.5839386885162459,ABT
2004-10-14,12.311909675598145,0.53,0.53,0.58,12.519055351092698,1.682482092157565,ABT
2005-01-18,13.898757934570312,0.67,0.67,0.32,13.901776313781738,0.0217168989174074,ABT
2005-07-13,14.547873497009276,0.57,0.58,1.5,14.53566977866962,-0.0838866129965064,ABT
2005-10-19,13.50579833984375,0.58,0.58,0.62,13.44433379143971,-0.4550974837430496,ABT
2006-01-25,13.044218063354492,0.76,0.76,0.3,13.2236210240347,1.3753446914860372,ABT
2006-04-19,12.877538681030272,0.57,0.57,-0.27,12.877536598916192,-1.616857174900133e-05,ABT
2006-07-19,14.512447357177734,0.57,0.62,8.64,14.412096268694032,-0.6914828768289671,ABT
2006-10-18,15.100449562072754,0.58,0.58,-0.22,15.157255268592984,0.3761855320049971,ABT
2007-01-24,16.99851417541504,0.74,0.75,0.92,16.855666734610544,-0.8403525115806603,ABT
2007-04-18,18.526126861572266,0.52,0.55,4.93,18.449521057874108,-0.4135014526811691,ABT
2007-07-18,17.24971580505371,0.68,0.69,2.07,17.5484540948982,1.7318447052731587,ABT
2007-10-17,16.54579734802246,0.66,0.67,1.28,16.57811126597673,0.1952998533378715,ABT
2008-01-23,18.835426330566406,0.92,0.93,1.26,18.90041223082653,0.3450195345706935,ABT
2008-04-16,16.796640396118164,0.62,0.63,1.36,16.862066218734324,0.3895173146129859,ABT
2008-07-16,18.752660751342773,0.79,0.84,6.85,18.795455637048757,0.2282070063199753,ABT
2008-10-15,17.8635196685791,0.77,0.79,2.03,17.913257151102812,0.2784304742093776,ABT
2009-01-21,17.471954345703125,1.06,1.06,-0.09,17.248212804349077,-1.2805753548061036,ABT
2009-04-15,14.376670837402344,0.7,0.73,3.67,14.491247981302262,0.7969657592899357,ABT
2009-07-15,15.39522647857666,0.89,0.89,0.38,15.344230597855583,-0.3312447581855244,ABT
2009-10-14,17.548419952392578,0.9,0.92,2.63,17.623823471511074,0.4296883669473318,ABT
2010-01-27,18.60874366760254,1.17,1.18,0.74,18.67779392925384,0.3710635327387191,ABT
2010-07-21,17.105545043945312,1.0,1.01,1.32,17.22500919958011,0.6983943237580948,ABT
2010-10-20,18.57244110107422,1.04,1.05,0.79,18.66455226445909,0.4959561475176239,ABT
2011-01-26,16.71731185913086,1.29,1.3,0.78,16.688714696919444,-0.1710631616637327,ABT
2011-04-20,18.338037490844727,0.9,0.91,0.74,18.30916317381869,-0.1574558730205072,ABT
2011-07-20,19.087541580200195,1.11,1.12,0.85,19.22960154881014,0.7442549267701754,ABT
2011-10-19,19.57546615600586,1.17,1.18,0.85,19.667374711908376,0.4695089004269712,ABT
2012-01-25,20.47853279113769,1.44,1.45,0.97,20.556397988028685,0.3802283966588016,ABT
2012-04-18,22.609468460083008,1.0,1.03,3.23,22.37013935408112,-1.0585348630571365,ABT
2012-07-18,24.847997665405277,1.22,1.23,1.08,24.92714412101513,0.3185224687945271,ABT
2012-10-17,26.21006393432617,1.28,1.3,1.38,25.08633640627809,-4.287389496125528,ABT
2013-01-23,26.06832695007324,1.5,1.51,0.94,25.94120607869153,-0.4876449172406882,ABT
2013-04-17,29.73204803466797,0.41,0.42,2.0,29.867616640479028,0.455967936191225,ABT
2013-07-17,28.683246612548828,0.44,0.46,4.22,28.76331964546246,0.27916307381536,ABT
2013-10-16,28.8691463470459,0.51,0.55,7.18,28.861104148376505,-0.0278574176482929,ABT
2014-01-22,30.78531646728516,0.58,0.58,-0.34,30.647843061043368,-0.4465551178851074,ABT
2014-04-16,31.22034454345703,0.36,0.41,15.07,31.122737619596453,-0.3126388426774553,ABT
2014-07-16,33.57135009765625,0.51,0.54,6.68,33.54681199770307,-0.0730923834811646,ABT
2014-10-22,34.19366455078125,0.59,0.62,4.66,34.53075555819279,0.985828842389563,ABT
2015-01-29,37.407989501953125,0.68,0.71,3.96,37.52368368845148,0.3092766760221415,ABT
2015-04-22,40.16633987426758,0.42,0.47,12.52,40.166338901057934,-2.4229482882298563e-06,ABT
2015-07-22,42.555755615234375,0.5,0.52,3.37,42.847921675840695,0.6865488730782364,ABT
2015-10-21,35.43116760253906,0.53,0.54,1.13,35.60748624947155,0.4976371338094179,ABT
2016-01-28,31.01626205444336,0.61,0.62,1.67,30.999359372454624,-0.0544961928651045,ABT
2016-04-20,37.377201080322266,0.39,0.41,4.63,37.215681624033365,-0.4321336312523793,ABT
2016-07-20,36.47843551635742,0.53,0.55,3.19,36.67514522238053,0.5392492941066499,ABT
2016-10-19,34.43798828125,0.58,0.59,1.49,34.437983299680994,-1.4465331033586422e-05,ABT
2017-01-25,34.92033386230469,0.65,0.65,0.66,35.05026654676019,0.3720831678409635,ABT
2017-04-19,37.99274826049805,0.43,0.48,11.63,38.07990548000952,0.229404882515684,ABT
2017-07-20,44.565765380859375,0.61,0.62,2.48,44.46062334232732,-0.2359255756823957,ABT
2017-10-18,49.11684036254883,0.65,0.66,1.14,49.23133177265169,0.2331001124212448,ABT
2018-01-24,54.61697006225586,0.73,0.74,1.07,55.90895377105614,2.365535304004592,ABT
2018-04-18,52.92369079589844,0.58,0.59,1.7,52.92368619192722,-8.69926330518538e-06,ABT
2018-07-18,57.83286666870117,0.71,0.73,2.86,57.77035922255537,-0.1080829115801551,ABT
2018-10-17,62.98536682128906,0.75,0.75,0.57,62.40242751421612,-0.9255154593716002,ABT
2019-01-23,62.98911666870117,0.81,0.81,0.02,63.07020679470469,0.1287367251552675,ABT
2019-04-17,65.93384552001953,0.61,0.63,2.82,66.62139788532244,1.0427912400379322,ABT
2019-07-17,77.87679290771484,0.8,0.82,2.22,78.31266459866045,0.5596939404812393,ABT
2019-10-16,74.56036376953125,0.84,0.84,-0.17,74.32331264216535,-0.3179318278256198,ABT
2020-01-22,84.106201171875,0.95,0.95,0.42,84.0604197240731,-0.0544329040712988,ABT
2020-04-16,88.26689910888672,0.58,0.65,11.67,89.60007571302329,1.510392477356604,ABT
2020-07-16,88.978759765625,0.42,0.57,34.56,90.33560741736828,1.524911850105888,ABT
2020-10-21,98.10098266601562,0.91,0.98,7.95,98.55477037820984,0.4625720353272417,ABT
2021-01-27,106.26951599121094,1.35,1.45,7.2,109.63548621733572,3.1673901915608345,ABT
2021-04-20,111.98849487304688,1.27,1.32,3.62,112.3897858154243,0.3583322937167277,ABT
2021-07-22,110.77547454833984,1.02,1.17,14.97,112.06823354705686,1.167008314780804,ABT
2021-10-20,115.96161651611328,0.95,1.4,48.12,116.14971040011356,0.1622035718811584,ABT
2022-01-26,113.31298065185548,1.21,1.32,9.45,114.1717901199063,0.7579091672554759,ABT
2022-04-20,116.1996612548828,1.47,1.73,18.08,116.71130990496331,0.4403185384148584,ABT
2022-07-20,103.002197265625,1.13,1.43,26.85,103.373348071292,0.3603329011611913,ABT
2022-10-19,93.81157684326172,0.94,1.15,21.81,92.29123887818014,-1.62062936818739,ABT
2023-01-25,106.61739349365234,0.92,1.03,12.23,106.8575170727194,0.225219892550967,ABT
2023-04-19,108.39547729492188,0.99,1.03,4.27,108.35686275628215,-0.035623754425342,ABT
2023-07-20,108.46916198730467,1.05,1.08,2.89,109.45849879958064,0.9120903989207032,ABT
2024-01-24,108.55767822265624,1.19,1.19,0.1,109.1849096649799,0.5777863460170644,ABT
2024-04-17,104.29967498779295,0.95,0.98,2.63,104.89059982755408,0.5665644114713316,ABT
2024-07-18,99.08065032958984,1.1,1.14,3.24,99.61531151242984,0.5396221977363463,ABT
2024-10-16,117.20494842529295,1.2,1.21,0.66,118.090300985217,0.755388378920172,ABT
2025-01-22,117.77999877929688,1.34,1.34,-0.15,118.12999725341795,0.2971629119957299,ABT
2015-04-23,42.74962615966797,0.85,0.94,10.2,42.78955967788266,0.0934125553883106,ABBV
2016-04-28,42.23789978027344,1.13,1.15,1.51,42.1205766020003,-0.2777675473531313,ABBV
2017-04-27,47.35835266113281,1.26,1.28,1.44,47.35116330966586,-0.0151807465061084,ABBV
2018-04-26,72.21285247802734,1.79,1.87,4.3,72.2128635693868,1.5359259568592785e-05,ABBV
2021-02-03,91.28860473632812,2.85,2.92,2.42,91.2203181358016,-0.0748029841443719,ABBV
2022-02-02,123.8345947265625,3.29,3.31,0.74,124.62073317979493,0.6348294311200136,ABBV
2023-02-09,137.89599609375,3.56,3.6,1.15,138.81409262595776,0.6657891151412244,ABBV
2023-04-27,139.32366943359375,2.46,2.46,0.11,138.4813677441335,-0.6045646751083537,ABBV
2023-07-27,140.8493194580078,2.81,2.91,3.69,141.86178609767924,0.7188296284053276,ABBV
2024-10-30,199.61756896972656,2.91,3.0,2.92,200.08317959859616,0.2332513271615943,ABBV
2001-10-11,10.747663497924805,0.11,0.12,12.5,10.818559495101438,0.6596410204908426,ACN
2002-01-09,19.54571914672852,0.24,0.25,3.86,19.8363912419438,1.4871394244091205,ACN
2002-04-11,15.986799240112305,0.22,0.23,3.14,16.128583509514637,0.8868834046941894,ACN
2003-04-14,10.563336372375488,0.24,0.25,4.9,10.456998901429309,-1.0066655760794283,ACN
2003-07-15,14.568893432617188,0.25,0.28,12.24,14.42711353302002,-0.9731686229494118,ACN
2003-10-09,15.681952476501465,0.25,0.25,1.43,15.774107922334675,0.5876528829640437,ACN
2004-03-30,17.33380126953125,0.25,0.29,15.74,17.418870367114746,0.4907700063056986,ACN
2004-10-13,16.965145111083984,0.28,0.3,5.77,17.121111828132406,0.9193361803107876,ACN
2005-01-06,18.021488189697266,0.31,0.32,4.35,18.9643837952352,5.232062944041306,ACN
2005-04-07,17.645734786987305,0.32,0.32,-0.35,16.872979669528572,-4.379274237016156,ACN
2005-07-07,15.738667488098145,0.43,0.44,2.8,16.908431732573046,7.432422378574918,ACN
2005-10-06,17.900957107543945,0.36,0.38,5.56,18.61699446403465,3.999994816975167,ACN
2006-01-05,21.296342849731445,0.34,0.36,5.45,22.24348478171512,4.447439349877015,ACN
2006-03-28,22.171728134155277,0.35,0.37,6.41,20.664914250237057,-6.7961048178152055,ACN
2006-06-29,20.162641525268555,0.46,0.5,9.42,20.77254909928971,3.0249388367927668,ACN
2006-09-28,22.674007415771484,0.38,0.39,2.65,23.075819501883387,1.7721264650924138,ACN
2006-12-20,25.45043182373047,0.42,0.46,10.44,27.053773818707864,6.29986165296578,ACN
2007-03-27,26.277496337890625,0.42,0.47,11.64,26.843376385593128,2.153477791133918,ACN
2007-06-28,31.07302665710449,0.55,0.54,-1.02,31.2689098258009,0.6303961659673786,ACN
2007-09-27,27.58338737487793,0.48,0.5,4.63,28.29438080402635,2.577614632624745,ACN
2007-12-19,25.6306209564209,0.56,0.6,7.89,27.382816779825145,6.836337778875748,ACN
2008-03-27,25.989856719970703,0.56,0.64,13.96,26.554386431672373,2.1721155210058685,ACN
2008-06-26,28.4825382232666,0.69,0.74,6.67,29.354976617117835,3.063064067578648,ACN
2008-09-25,27.250850677490234,0.66,0.67,0.84,27.41948500122686,0.6188222368996404,ACN
2008-12-18,22.64961051940918,0.68,0.74,9.07,23.416763814763357,3.387048508833188,ACN
2009-03-26,23.804067611694336,0.62,0.63,2.41,20.571595445740364,-13.579494978269766,ACN
