Symbol,RMSE,MAE,MAPE,R2,Count
FCX,0.28674695450660664,0.25375554517079624,2.253827438022732,0.9971594402289448,4.0
CTVA,0.6506769555448386,0.6506769555448386,1.486961339400536,,1.0
LEN,0.37403294431849804,0.32658187529568394,0.8148825280634091,0.9998671034785286,4.0
NRG,0.7509714213027981,0.7454909030579717,2.3224437226847043,-1066.570694982539,2.0
CRM,6.059392910971339,4.951436106372035,3.409742355611473,0.9968176950263129,3.0
ISRG,5.930793132296824,4.750304927873287,3.680554581926257,0.9745090608916225,2.0
LH,1.3812098141467681,1.227532981886279,1.112019068310625,0.9992344542223983,4.0
VMC,0.27701569392871755,0.25298343381839555,0.5559818325444968,0.9993281321460986,3.0
FDX,3.150033725460408,2.86907176081586,2.5653969403211536,0.9932283475406839,4.0
RTX,0.6348568126994899,0.5733091161885735,1.294546195655387,0.997239457829362,2.0
BSX,1.0397720241336401,1.0397720241336401,1.176611963128921,,1.0
MRK,1.68009197866958,1.68009197866958,2.352690720875885,,1.0
UAL,0.9164439725560004,0.9156988333973288,1.7340409717218646,-9.712715280146588,2.0
PRU,1.0087399198820912,0.9743195873896084,2.561462122248852,0.6704881976067442,2.0
TMUS,2.0304138690578992,1.4313231962442214,1.8962333431456904,0.9977774243032517,6.0
ENPH,23.836024182096825,23.650143383122796,15.745516304963347,-17534.621058240842,2.0
AVY,0.1632673926480237,0.1632673926480237,0.9206803422553866,,1.0
WDAY,8.811261749380892,6.685322678350826,4.483317639279982,0.9742552941881676,3.0
LUV,0.425555425983216,0.3396905337544336,2.9435996951482046,0.9987238403710305,3.0
IT,1.0250563964051311,0.8015108094131991,1.939980824086808,0.9993541503669562,2.0
ECL,2.774339626724071,2.774339626724071,2.108139472714363,,1.0
IPG,0.11539559503657681,0.11539559503657681,1.8523775019925692,,1.0
STE,2.2821469844858835,1.7536355556850802,2.3597062375325892,0.9992108195137119,4.0
PNC,0.924611465364206,0.8532128497164079,2.7390175374879866,0.9971681554582396,3.0
EBAY,0.9800003888938317,0.8608876926917007,4.928827034459523,0.9867263085014323,3.0
CLX,5.441121059962976,3.7447492530520052,2.8001170920108667,0.9879120839564964,5.0
KMB,2.4026371783081903,2.1998159473489807,1.8611712043222242,0.9882947383126999,2.0
CTAS,0.21911515862953374,0.17775111779850938,0.9152205372947231,0.9943778390327507,2.0
AMT,1.2194918530146879,0.9990783033028974,4.06345792647741,0.9744730677543283,2.0
INTC,0.868324737847131,0.7726238320792683,3.653532890155765,0.9921252511237294,3.0
NCLH,0.42808767405731274,0.42808767405731274,2.246000451480846,,1.0
CRWD,10.655990583889645,8.745967404996009,5.145596868813178,0.537743359243182,2.0
CMG,0.8936164614140494,0.49926988385424964,9.589503535828062,0.7956660463419131,5.0
META,15.286188724159391,14.999464832599974,5.452839077084634,0.9409707468135554,3.0
RF,0.10204075307695176,0.09863538704246248,1.4713260274772149,0.9998076351851662,3.0
V,0.7008201362783011,0.5872101838859649,0.9226084300422768,0.9971713569987849,2.0
NEM,1.7345144118988942,1.4355201287468897,3.4526057447295253,0.883506320645125,3.0
ON,0.062362658000119975,0.062362658000119975,2.3356800081699456,,1.0
LOW,0.03612835103325551,0.03612835103325551,0.03804168429799755,,1.0
HPE,0.7284763920148336,0.7284763920148336,5.414479655242062,,1.0
LRCX,0.37400703337336083,0.2979650400256955,6.774835834948591,0.9651424213653281,3.0
NVDA,0.18859632540888044,0.10172412352783707,4.875940889202556,0.9986189704563042,4.0
GD,0.6805276409521994,0.6805276409521994,1.264537895064987,,1.0
APA,1.0133102611619025,0.8511772377547745,1.4391623184925373,0.998584015161838,3.0
TROW,0.5340439348831746,0.5203847812641129,0.7395768435387405,0.9988707081281374,2.0
PEG,0.31847709975727023,0.31071051824858564,1.448207186455181,0.9997062814718781,3.0
VST,0.3487376786442802,0.3487376786442802,2.136656656974793,,1.0
ADBE,7.826270671028286,5.553023119940235,1.0359266740958968,0.9991390298475477,2.0
ATO,0.5866282373265892,0.4651635248220618,1.7579705808901003,0.9987622221347108,5.0
NWSA,0.463784134193137,0.463784134193137,3.197573903075649,,1.0
VTR,0.6554291742642915,0.5713826808689731,2.977699718982402,0.998470301223632,3.0
CRL,4.078954536058378,3.132478749143872,2.3423926656361993,0.9989932036796058,5.0
AMD,1.9122019762619804,1.0146898788512846,3.826280799023729,0.9979548384766077,6.0
LDOS,0.20661203581639853,0.20661203581639853,0.38353956956063406,,1.0
BX,0.8246136212414884,0.6623969782567403,1.7808341590005778,0.9995949820958375,2.0
REGN,3.2171277912797085,2.1689390003925064,3.1395894471239556,0.995459658376065,4.0
MCD,4.023811937056856,3.130605262192212,2.059803927178484,0.9984542674385443,4.0
LII,0.11900567838194132,0.11900567838194132,1.931509319889633,,1.0
MCHP,1.8585228125553077,1.6419655615969333,4.46909660394299,0.9107546957420872,2.0
AMAT,0.5880516259627857,0.5442238563747313,3.5991577805335484,0.9565625912273815,4.0
ITW,1.4892484481129078,1.4115755279317774,1.8699977138198778,0.9991851185495838,2.0
IFF,0.6788025847642152,0.6011206907131958,2.0230333958452063,0.9986073214664773,4.0
MPWR,11.329838372271224,6.8079134479116465,6.93130810347444,0.9966408332445843,4.0
ICE,0.4991702593588663,0.4991702593588663,2.9836207503400303,,1.0
HIG,1.0801754546109392,0.7964814544024641,1.3715774876859879,0.9913873830178516,2.0
URI,0.98578131087275,0.7721628147765003,3.3616918345175275,0.9729676765415267,5.0
DAL,0.7273807908427212,0.6520459406094705,3.0648119398348377,0.9959149885329412,2.0
PODD,6.149322100628668,4.190066137002403,3.8822675238297357,0.9958577289228903,4.0
SCHW,0.2809140122284763,0.2383623652201159,1.3827165927836929,0.7217215248618383,2.0
BG,1.4328504118524232,1.1462341848715654,1.6979160753101166,0.997193992710635,5.0
TECH,0.24500809523201386,0.21852377209681428,1.7287356685341229,0.9997471557418338,4.0
OKE,1.0472174221881017,0.7547860216178979,2.230727900687594,0.9985837489145276,3.0
VRSN,5.322821785453775,3.97864792503222,3.8409412293192613,0.9961329200513714,4.0
AMP,0.8914468427299591,0.8050779244993151,1.8293452927970126,0.9972967427190393,4.0
IBM,1.8618680453990881,1.7581027011170147,2.466991805591551,0.9950942956127726,7.0
EVRG,0.8684758109471602,0.8684758109471602,1.5736940651333564,,1.0
WM,1.2350191424348276,0.9278453676614312,1.4408009138706652,0.9983168897596394,6.0
ODFL,0.24927480133491678,0.2083610523856907,2.0520608251368615,0.999738867236534,3.0
MSFT,1.396184304258148,1.2766609611280597,4.824474099527363,0.8550104832236737,3.0
UHS,2.562538574034162,1.7730676641618068,2.6945185893236063,0.9978611944348392,5.0
EQR,0.5331491135350148,0.4852973379690037,1.544465554546288,0.9992675285134813,3.0
REG,0.844745500452367,0.7683577936614576,2.581219759805705,0.9977968696023316,5.0
CB,2.299124703241453,1.8399505695822924,1.7146358791025889,0.9975042799034299,4.0
MLM,1.6465961936790094,1.2386358868889538,2.1774654125046653,0.9947317312332715,3.0
BAC,0.36772514274698825,0.33415760825238294,1.4850752529528088,0.9990013058482848,2.0
CHTR,12.071022672160723,12.071022672160723,3.727119786997559,,1.0
BKNG,22.821493631405072,16.710386878647668,5.61504736154233,0.9927215354807513,4.0
TGT,0.5657851744455623,0.538223357773548,1.6997962371550244,0.9828402557624866,2.0
AKAM,5.618024188802133,4.921504608406946,13.21995296350868,0.16611758026583479,3.0
YUM,0.052704734802181186,0.052704734802181186,0.6926728792751204,,1.0
PH,0.9216411514372905,0.8009144218361286,1.2545255290957207,0.9999670588111945,5.0
FAST,0.2794347536092442,0.2424415826657036,1.9374012946036574,0.9994995425570226,6.0
CTSH,0.8938924772081246,0.7719725868702803,2.2901450657212523,0.9987053183118125,2.0
ROP,4.515785259622835,3.806159549671463,2.133041684490768,0.9994598611925835,2.0
IP,0.48221683962667167,0.39149596521682284,1.340023830860259,0.9988606124311764,2.0
WSM,8.560813225296855,8.560813225296855,11.653281683682906,,1.0
IEX,3.2188198119705214,2.0787956606697926,2.104890042425279,0.9976521690033706,5.0
BBY,0.7588446030121432,0.7588446030121432,1.3691523702643853,,1.0
SNPS,1.428583781685199,1.2574629197183012,3.8093543612691594,0.9973248477748925,6.0
TTWO,1.731799854857446,1.3601848176090927,14.455215181772196,-17.28457631407095,2.0
APTV,2.2292579355242492,1.7944241974633002,2.4535210834464123,0.9414216628105946,2.0
HUBB,2.831062251856317,1.8491191499372674,1.7352267719562189,0.9996579074966986,4.0
VTRS,0.1453320691290224,0.12936573247892724,1.3170699033016984,0.9973065347495607,2.0
JNPR,2.184174801230387,1.5818322940254532,7.46414522526373,0.09348052286779218,2.0
PM,0.9733265835625761,0.9606917533257828,1.5489004846402945,0.9940615070992089,2.0
MSI,6.163173957882682,4.426337720573394,3.704460078446936,0.9962891443847206,4.0
BDX,1.1459497880479539,1.0627783227311518,2.133410338563859,0.9986673100265784,2.0
CSGP,0.4471941647072097,0.3302312131437926,3.380302027319159,0.9991280905928641,3.0
HPQ,0.059561618535216354,0.059561618535216354,0.4678515343543222,,1.0
JPM,0.5940429538061042,0.5226385528475745,2.0235687903412045,0.8094914040489762,2.0
EW,0.15489845873603172,0.12811473942358495,0.6505056439730719,0.9998790360612928,3.0
HLT,2.9995902042722093,2.9995902042722093,2.3436994530418707,,1.0
ALGN,0.3837552984799404,0.38017684437187604,2.282514143305493,0.9761517817915061,2.0
MMM,1.9804017333682946,1.8971824815889056,2.1934522072883538,0.9978003067427058,4.0
XEL,0.24124833082755534,0.21037469296300357,1.5859665446600113,0.9839868649657765,3.0
JBHT,3.9838688097466743,2.412737761989185,2.456311708647774,0.9970340063506063,3.0
MAR,5.307753476625215,4.291989048290321,2.649144859254561,0.9960000761897095,6.0
MDLZ,1.179412555959506,0.7261845691982535,2.2432120545850394,0.987365996868518,3.0
HAL,0.6775032105615529,0.676186341768215,1.8309910568477687,-34.57209368811658,2.0
ETR,0.3235848014469001,0.30058730511141096,1.4854847283776327,0.9976315526892264,4.0
TAP,0.547984684566195,0.5425370613206972,1.2880906686414537,0.9268223977756487,2.0
TMO,6.689051345834468,3.7994071267719427,1.3067165178748679,0.9989450207467413,4.0
MAA,0.6132942891136506,0.4374203074063203,0.6394001141358718,0.8753762957478927,2.0
BLK,0.35071662327169156,0.3469168514458403,1.2049396058967952,0.986863283946217,2.0
GWW,5.182517982411254,4.13826286885421,1.31985576188781,0.9995405968145651,6.0
DUK,0.5164169916385102,0.4685899909811842,1.0295711590276175,0.9984605320131732,3.0
BIIB,4.796659427667976,4.796659427667976,1.7358447004496766,,1.0
MMC,0.4542536260071397,0.42777507004063775,2.221650445689871,0.874406486225093,4.0
KR,0.2965463787727519,0.25022552259206,1.304893496890023,0.9995830055864495,4.0
HSIC,1.3735864707869305,1.0680216045899185,2.2913419080688904,0.9979307434268994,4.0
ZTS,1.1172715928875472,1.1077580223462142,2.2321188621513577,0.9652667460825212,2.0
FITB,0.38913510759044306,0.3684861274914608,2.4284333156954143,0.9987556683309986,2.0
HUM,8.088472640207208,5.275307159462893,2.6901409617841487,0.9912973113238369,3.0
TPR,0.7128181658082583,0.6235609320115127,1.6965916629239148,0.9940243882435582,4.0
ORCL,12.337689461890768,10.09519910461754,7.949679236579456,0.9580038476532222,3.0
MSCI,8.537931119396625,5.42197614413552,1.7781599686390426,0.9985456052718503,3.0
EMR,0.47391450260797363,0.3666781323186439,1.3051286953054388,0.9993197081532394,4.0
MAS,0.8014708077864255,0.7117027286447607,2.738671367399192,0.9959085075693017,3.0
COO,1.5326407734607994,1.0849186173348837,1.3300374609253927,0.9981322899222866,2.0
BALL,0.3545427562796671,0.2862409673638131,1.78575260421326,0.9991416893142053,4.0
HBAN,0.2012917019006301,0.19492420681774517,2.8903290870398375,0.9957039048390373,3.0
HON,0.283999843322583,0.283999843322583,1.2416983802331534,,1.0
ARE,1.5171758767359858,1.3986530946890654,2.1350387895019876,0.9987479537599981,5.0
BMY,0.3528846812948937,0.32318254982911593,1.5551780488477722,0.9993236803274175,3.0
IDXX,10.152495340884022,9.139391967467631,2.790100604734574,0.996323222638327,4.0
TFC,0.48556362363270433,0.41839641379217163,1.505359602635603,0.9981500486090388,2.0
CNC,1.4529152058384547,0.88270402083637,2.066686306968454,0.9970104133486998,3.0
AES,0.42306543109236283,0.385113253075468,2.6091962165997633,0.985631884359972,3.0
PHM,1.311447087265148,1.3049275513159664,2.4297495495287453,0.9921808766575692,2.0
HSY,2.803600772469192,2.1455655714009687,2.161854216138104,0.9981612265854101,3.0
WY,0.36479815080505595,0.36479815080505595,4.076330819963137,,1.0
HST,0.5025572363304668,0.404648155486679,3.0731229649327667,0.9820612575942815,4.0
KHC,0.8340526308316509,0.8221388190608554,2.8116008059899817,0.9753480796139741,2.0
CMS,0.6320013428940365,0.5020481832608888,2.0864068926982013,0.9993182426889263,5.0
GLW,0.11734047540367776,0.11734047540367776,0.9357307923631052,,1.0
CPRT,0.06749690885019231,0.05358545196351994,1.4598439374056622,0.9744780374639471,2.0
CNP,0.415473969566694,0.415473969566694,2.058329962019993,,1.0
SYY,0.43130395525994336,0.33395860391822296,0.8330793578484071,0.9990575515898386,3.0
CMI,2.0856386418060606,1.6142493510268754,2.3004330256066106,0.9995441198822655,3.0
KMI,0.48237282299907686,0.3778476189420932,2.510941417507908,0.9365626589011457,4.0
AVGO,1.314952707684197,0.8742876490106694,1.344862798818563,0.9966484915404275,3.0
GEHC,1.7412085738015577,1.7412085738015577,2.0719363784532665,,1.0
CDNS,1.0483052337153695,0.9488570746313156,3.4151837514042658,0.9993387685949287,4.0
GPN,1.3762254445465163,0.97123487013359,5.001303836565898,0.9849090789822149,4.0
GEN,0.8749575015738245,0.6546274716020454,5.284919048244417,0.8946925243999961,3.0
AMZN,0.23319835045823517,0.2192493010278196,5.770321468857295,0.9998915483779709,2.0
EPAM,1.5501358317657576,1.5501358317657576,2.344073636999339,,1.0
BR,3.822129558241926,3.822129558241926,2.7767459224444493,,1.0
GM,0.5801623876662418,0.5801623876662418,1.5978330516529422,,1.0
ADI,1.7473638220757468,1.4213950355046225,3.028972636955928,0.9988188321500472,3.0
MCO,8.587625264393974,6.092009234029941,1.2773302468155234,0.9988830481115167,2.0
NKE,3.7703310939590002,3.4065450082952444,3.40520384553534,0.9891927205348149,3.0
AMGN,0.4616436028517299,0.4616436028517299,1.1368342607614619,,1.0
GRMN,1.0743603927941539,1.0263816868487687,2.090085492231201,0.999220239333494,2.0
WTW,1.0747430716095918,1.0739447936031539,1.2558029886600328,0.9773630701111843,2.0
COF,2.2570888814290755,2.0477094085174725,4.988183445210326,0.9820807354520308,4.0
CCI,2.9332156426747242,2.401884952857239,3.6481852801612167,0.9884953061637755,3.0
CBRE,0.6377725769364717,0.6377076345715267,2.278213127990821,0.9926352285646847,2.0
UPS,2.0037542709547864,1.4291249570086275,1.3977441716677508,0.9984993877262215,3.0
NOW,10.23631968162575,8.003382550170292,2.8624660854038924,0.9975891789648474,3.0
FRT,1.869978980079035,1.5129178942716432,2.3092890928740704,0.9975278445247022,4.0
HAS,0.24778574904118145,0.24778574904118145,1.0345075409564606,,1.0
STLD,0.5398455830649707,0.46510872265437175,4.21561125797464,-1.5785252080994656,2.0
UDR,0.5024058610695906,0.46725391744475253,3.147703024155345,0.9986725983071992,3.0
PYPL,1.0015622587749107,1.0015622587749107,1.3123195267030818,,1.0
GDDY,3.4144319117358037,3.4144319117358037,5.063293594352147,,1.0
ROK,4.301038859136952,4.301038859136952,1.5647409099005738,,1.0
ZBH,1.5605421241958461,1.3833142436002202,1.4202530616791755,0.9278602290382902,3.0
PNW,0.7994867252129579,0.6931280820322212,2.068282853456864,0.9988689525704452,4.0
VLO,0.8285632557242496,0.67728892815897,1.873914346297114,0.9990997334559214,2.0
LVS,2.0959357836201917,2.0959357836201917,4.058366856610819,,1.0
CF,0.23462334200086588,0.23462334200086588,0.6843441513338983,,1.0
SPGI,10.908850347397207,7.874047796993747,2.0041393557157963,0.9981415355959465,2.0
DVN,0.5423582950572019,0.41211167017019434,1.1050942367834282,0.99294565022928,3.0
WMT,0.4748111780988354,0.32679524867215326,1.4417236448463346,0.9989422670149862,4.0
PSA,4.059810994169457,4.031455803584109,2.1966965931669806,0.8030637650868513,2.0
PEP,2.384820117698766,2.384820117698766,2.034301049949712,,1.0
INTU,8.701624164906345,4.751211052378441,3.2900199975483173,0.997731059632768,5.0
CDW,1.6439882185310637,1.6439882185310637,0.7678791301999186,,1.0
TJX,0.4323145936776091,0.36154823878515474,1.9622210969448015,0.9996453638940725,2.0
SJM,0.745402604981001,0.542371082904701,1.190356301741885,0.9870506918038056,3.0
AZO,26.091643382862948,22.529021254858208,2.0331991837389327,0.9958430059671514,2.0
EXPD,1.0190294234710757,0.9008159542014127,2.437206310407014,0.7920532070233015,2.0
UNP,1.577857421955197,1.155272080310676,1.252230319719748,0.9994687694107707,5.0
HD,0.6191709658648872,0.5936246514788822,1.9639819084223618,0.9973486694217808,3.0
AVB,0.2477299873836145,0.2477299873836145,1.1739033489802542,,1.0
DRI,1.6756669853387853,1.623865644392417,8.395588421746325,0.9098693286562555,2.0
EA,2.6766935740426483,2.3688543627588654,6.6993057788023584,0.9589957624792236,2.0
LIN,1.3945723147221818,1.340604734672354,1.6328503445167668,0.9968912293074814,2.0
TSN,0.9213417074003165,0.7090730181452396,2.815134527647186,0.9986028794635693,4.0
WRB,0.6192809319398125,0.4728218829508526,1.806659349488377,0.9993581867389704,2.0
PPL,0.3514641482690956,0.35012241515621945,1.4867485904817372,-32.36666280195722,2.0
AXON,0.47482194227606056,0.4669462257513324,3.494663655757483,0.9977994864163341,3.0
KMX,0.14508009224344676,0.14508009224344676,0.1585401473682262,,1.0
XYL,1.8540143868286758,1.7700470140082487,2.244609810160001,0.9688362696109922,2.0
AWK,3.0542511818196982,2.7279871445062156,1.955012891441255,0.9451592995965806,2.0
PAYC,7.949154213624865,7.949154213624865,2.275645838477558,,1.0
WMB,0.1712066918338949,0.1514589909339974,1.0634357336090154,0.9989554014312378,2.0
NEE,0.32750528207996993,0.3220596990345612,2.067178283377275,0.989423031285962,2.0
MTCH,1.8967000017842939,1.8697143054948633,3.6703925977130125,0.9989234341532542,2.0
PAYX,0.9831936564706842,0.9477022033285701,1.3636374440207841,0.9987643155852153,3.0
MKC,0.6589439921219551,0.6589439921219551,1.986101024578382,,1.0
IRM,0.27661688045125804,0.25499851044268596,0.8677971411285835,0.9994061158304934,2.0
IR,2.4328470102061743,2.4328470102061743,4.8397067164999825,,1.0
ADP,3.7917386516505824,3.7820619592442313,2.633306570215823,0.9886110800608864,2.0
ADSK,8.555346257098932,6.9362924215453985,6.295865235302542,0.9866732396050008,3.0
DE,0.3695270095882037,0.3695270095882037,2.283399689276027,,1.0
FDS,5.868865918880936,4.985463968433621,1.9896398324076758,0.9983703523137396,3.0
DHR,0.7717133255534142,0.6417948572659009,1.4937745948680046,0.9992568422959194,2.0
PFG,0.5923531963984423,0.47052832880782347,1.3641890803665009,0.4554233470468294,2.0
DGX,0.7251657652963853,0.6554525532286533,1.3163122122284094,0.9973088300079435,5.0
BLDR,1.184728164098555,0.8853411374286773,4.306583041784931,0.9868466362869369,2.0
EIX,1.1736936203041586,0.841502472311789,2.356076330438887,0.9961025712400591,4.0
EOG,2.0448058401359317,1.8535112435833403,3.6809470374740068,0.978998899744523,4.0
GL,0.5233013059844063,0.42839918594763304,1.3784821910259106,0.9984494877809224,3.0
ALB,0.8530397294054929,0.8112970309238552,1.7961801124855192,0.9841603167211755,4.0
MKTX,3.21493394546647,3.21493394546647,1.3765667514510378,,1.0
RL,1.8416183445344736,1.42207619601628,2.1451683352367494,0.9976536846444887,3.0
CINF,1.8395881551316557,1.2622215604039315,1.3112789857084428,0.9984788094143818,4.0
EQIX,8.232271121351255,6.435983278964599,3.7724238218965236,0.995610340504711,6.0
PGR,1.2115543961765565,0.9090029072737884,1.64217333538625,0.99920101066358,5.0
HOLX,3.371862958569718,2.8695993650470797,5.779603579012603,0.9794299837570749,2.0
T,0.14202147369449203,0.14119581258256675,3.035874970684651,0.7969517848385639,2.0
FIS,0.16524178266223544,0.16524178266223544,0.15873583953395587,,1.0
WEC,1.529658306428311,1.119461098378744,2.11978479527261,0.9981772780502044,5.0
FANG,2.0656247465336692,2.06521810058274,2.7339281284648194,0.9811426275028362,2.0
MTB,0.13148176418020086,0.13148176418020086,0.26457691794616356,,1.0
AFL,0.21329075483685855,0.1667569084432321,0.6505814462572342,0.9995963832648543,2.0
PNR,0.15462879961077486,0.153663529796904,0.8928871438163035,0.9992215897201651,2.0
ABBV,1.1551072595608574,1.063559369295465,0.9155213993907279,0.9996196910736245,2.0
MGM,0.1931482810260963,0.14896966531486777,1.4493775070102188,0.9988137916341249,2.0
JCI,0.5663975271807913,0.552971240078497,1.7805934291074257,0.9345587295888673,2.0
AIG,0.5362674557250322,0.5231952953487014,1.886377212793347,0.9979727896520076,2.0
JNJ,1.9886774035649692,1.5795267628966787,1.5709469857409866,0.9989670327435308,2.0
AEP,1.0971845546984578,0.8639132950413972,1.4466698307943961,0.9990714192611461,4.0
PPG,6.269884687480242,3.8659693787954077,3.708482705738648,0.9907636972490118,3.0
SBUX,4.192951185773505,2.8617968885330267,4.492815841679361,0.988113050298606,4.0
KIM,0.35491027775885564,0.34792801738892454,4.047289013162608,0.9906820287563382,2.0
IVZ,0.30204623988781176,0.26517303699944217,1.4765056966649976,0.9960884215034612,5.0
SNA,1.7544666703789267,1.6360204882284677,1.4411960827372121,0.9969872974356925,2.0
TYL,0.5099476408096882,0.5065756410746504,3.5709124698356622,0.8027592365982352,3.0
GOOG,6.5117752121254,6.5117752121254,9.754473287903036,,1.0
WAT,0.4624887153019692,0.4624887153019692,1.648213557036277,,1.0
DECK,0.5080750689762707,0.5080750689762707,7.223816668983446,,1.0
WELL,0.8127711500834115,0.802441087767523,1.933877750423058,-2.281352918799672,2.0
ROST,4.65231228059132,3.225625628306915,2.5118464125773126,0.9938224871194279,3.0
DTE,0.6761039147849116,0.5103382138342631,0.9591745531560305,0.9991109914243635,2.0
LYV,1.0796471678682806,1.0796471678682806,2.0718617448141243,,1.0
PWR,4.4606474205679945,4.4606474205679945,2.829171021128888,,1.0
PG,0.435799599779696,0.39696883457079224,1.1657606175708062,0.9928903005051086,2.0
NDAQ,0.08802121618709258,0.08802121618709258,3.6395365613450594,,1.0
APO,0.9008984713431454,0.7470493395523965,2.5271588098570974,0.995400790213456,2.0
LKQ,0.13677676382980572,0.13041434351670111,3.0125863698909514,0.9982811064965276,2.0
NTRS,0.8505924581142779,0.8505924581142779,2.879871237943232,,1.0
NSC,0.5008642594798803,0.37408932626711966,1.5034425734754209,0.9966301497061273,2.0
SYF,1.046327355677107,1.046327355677107,1.5720557087952995,,1.0
HCA,2.2643335744327393,1.8904913844563112,1.0290405800289653,0.9996344073469705,2.0
NVR,20.26748947314104,20.26748947314104,2.5660571305984687,,1.0
ESS,8.18315142610692,7.544133471674144,3.338405323377655,0.9878595355136646,3.0
CAH,0.34521761404563733,0.34521761404563733,1.1871488847332432,,1.0
D,0.08707872773631031,0.08707872773631031,0.6993885299136371,,1.0
EXC,0.2999619190768925,0.2999619190768925,1.5924668657504102,,1.0
ALL,0.8180763282391496,0.5831454818070512,1.0252688789787494,0.9990368738754438,6.0
RJF,0.43418705881479996,0.4341855358183153,1.5651652796014943,0.9999071917142806,2.0
CARR,0.3903748977131869,0.3903748977131869,0.8970503613416765,,1.0
CMCSA,0.2762656087782478,0.2762656087782478,2.711829070551909,,1.0
EQT,0.6050750436091235,0.5904838424361074,1.9407752315420876,0.9920511114245726,2.0
O,0.11882385720581645,0.11882385720581645,1.4475631524332124,,1.0
DASH,13.674735200310806,13.674735200310806,10.939788160248645,,1.0
VICI,0.45969091911494825,0.40764480331598385,1.7951416736011965,0.9923596335369343,2.0
MHK,1.9095847055048818,1.4533756774811373,3.190118460322353,0.9587311674574129,2.0
GS,2.822218500250799,2.7132778585989854,2.0939131754806746,0.9962462490055214,3.0
APH,0.067094332303073,0.05550050903005849,1.344904206952009,0.9994286010785085,4.0
CL,0.3735976271300636,0.3504787820212645,2.0673429507725904,0.6988787267856651,2.0
LHX,0.5129579857522422,0.5057435161676729,1.1431218427965173,0.9976453677339138,2.0
CAT,1.7548924172973983,1.7548924172973983,2.5400765759880684,,1.0
BKR,0.3142658190105958,0.3140716754830839,2.2110736273488008,0.9781280823339131,2.0
COST,2.6085078772012418,1.806969154611572,1.5335366158372064,0.9992373852978282,4.0
